Num_Strides_L,Mean_Stride_Time_L_s,SD_Stride_Time_L_s,CV_Stride_Time_L_percent,Mean_Stance_Time_L_s,SD_Stance_Time_L_s,CV_Stance_Time_L_percent,Stance_Time_Percent_L,Mean_Swing_Time_L_s,SD_Swing_Time_L_s,CV_Swing_Time_L_percent,Swing_Time_Percent_L,Num_Strides_R,Mean_Stride_Time_R_s,SD_Stride_Time_R_s,CV_Stride_Time_R_percent,Mean_Stance_Time_R_s,SD_Stance_Time_R_s,CV_Stance_Time_R_percent,Stance_Time_Percent_R,Mean_Swing_Time_R_s,SD_Swing_Time_R_s,CV_Swing_Time_R_percent,Swing_Time_Percent_R,Cadence_steps_per_min,Num_Cycles_SwingVel_L,Mean_Max_Swing_Vel_L,SD_Max_Swing_Vel_L,CV_Max_Swing_Vel_L_percent,Num_Cycles_StanceVel_L,Mean_Peak_Stance_Vel_L,SD_Peak_Stance_Vel_L,CV_Peak_Stance_Vel_L_percent,Num_Cycles_SwingVel_R,Mean_Max_Swing_Vel_R,SD_Max_Swing_Vel_R,CV_Max_Swing_Vel_R_percent,Num_Cycles_StanceVel_R,Mean_Peak_Stance_Vel_R,SD_Peak_Stance_Vel_R,CV_Peak_Stance_Vel_R_percent,PCI,phi_ABS_deg,phi_CV_percent,P_phi_ABS,mean_phase_deg,std_phase_deg,num_strides_used_pci,SI_Stride_Time_%,SI_Swing_Time_%,SI_Stance_Time_%,SI_Max_Swing_Vel_%,SI_Peak_Stance_Vel_%,HR_AP,HR_VT,HR_ML,iHR_AP,iHR_VT,iHR_ML
49,0.953877551020408,0.021695135026046152,2.274415096868339,0.4915306122448987,0.015524966122169187,3.1584942494759773,51.529738981600424,0.46234693877550936,0.017644506597746686,3.816291429219109,48.470261018399576,50,0.9549000000000001,0.021759825366946706,2.2787543582518275,0.506800000000002,0.015058552387264043,2.9713007867529564,53.07362027437449,0.44809999999999806,0.013523682930326256,3.018005563563114,46.92637972562551,125.73424353071917,49,366.5305540263774,32.258458477661534,8.801028488157103,53,-236.45473070573567,23.990496010563387,-10.145915008323177,50,418.0022172704781,15.532421545360856,3.715870611114543,54,-274.6729509215345,14.60290222197065,-5.3164689762779895,5.190659340221531,5.231150591295246,2.284464567279728,2.9061947729418036,175.03612434236436,3.9986382405410006,49,0.10713128714715232,3.129658230203404,3.0589841817567343,13.121609479490978,14.954470904069996,0.7447629851760582,0.6615450999441975,1.1273477568517878,33.45101876316704,28.626069952957746,56.989457556653704
