Num_Strides_L,Mean_Stride_Time_L_s,SD_Stride_Time_L_s,CV_Stride_Time_L_percent,Mean_Stance_Time_L_s,SD_Stance_Time_L_s,CV_Stance_Time_L_percent,Stance_Time_Percent_L,Mean_Swing_Time_L_s,SD_Swing_Time_L_s,CV_Swing_Time_L_percent,Swing_Time_Percent_L,Num_Strides_R,Mean_Stride_Time_R_s,SD_Stride_Time_R_s,CV_Stride_Time_R_percent,Mean_Stance_Time_R_s,SD_Stance_Time_R_s,CV_Stance_Time_R_percent,Stance_Time_Percent_R,Mean_Swing_Time_R_s,SD_Swing_Time_R_s,CV_Swing_Time_R_percent,Swing_Time_Percent_R,Cadence_steps_per_min,Num_Cycles_SwingVel_L,Mean_Max_Swing_Vel_L,SD_Max_Swing_Vel_L,CV_Max_Swing_Vel_L_percent,Num_Cycles_StanceVel_L,Mean_Peak_Stance_Vel_L,SD_Peak_Stance_Vel_L,CV_Peak_Stance_Vel_L_percent,Num_Cycles_SwingVel_R,Mean_Max_Swing_Vel_R,SD_Max_Swing_Vel_R,CV_Max_Swing_Vel_R_percent,Num_Cycles_StanceVel_R,Mean_Peak_Stance_Vel_R,SD_Peak_Stance_Vel_R,CV_Peak_Stance_Vel_R_percent,PCI,phi_ABS_deg,phi_CV_percent,P_phi_ABS,mean_phase_deg,std_phase_deg,num_strides_used_pci,SI_Stride_Time_%,SI_Swing_Time_%,SI_Stance_Time_%,SI_Max_Swing_Vel_%,SI_Peak_Stance_Vel_%,HR_AP,HR_VT,HR_ML,iHR_AP,iHR_VT,iHR_ML
49,1.0400000000000003,0.025475077857324297,2.4495267170504125,0.579489795918369,0.019878326264058846,3.4303151503394282,55.72017268445855,0.4605102040816312,0.014785710764636997,3.2107238088509424,44.279827315541446,52,1.0411538461538459,0.02829472947345852,2.717631940561218,0.5560576923076905,0.018639715107529643,3.3521189195626646,53.40783154783878,0.4850961538461554,0.017472241298023182,3.601809900880882,46.592168452161225,115.31874405328259,49,286.91456076061,14.422010371641527,5.026587125243418,53,-178.24884984806044,8.588064159424505,-4.818019396335506,52,201.0328769195479,14.605183891998864,7.265072318416737,56,-160.03217792924423,10.324251147867951,-6.4513595212287,3.596944952916748,2.9953340877145695,1.9328704597419872,1.6640744931747609,181.83787452623648,3.5146905613403248,52,0.11088523378298294,5.20003901378205,4.127014299909884,35.201202920285134,10.770141050185362,0.6906609777645294,0.7452710414248319,1.0805043627339044,29.794416849162936,36.25165651653774,46.49403087283383
